location,transit_id,school_id
800 block n broad st,NA,PEOPLE FOR PEOPLE
3700 block n 18th st,NA,NA
1800 block s 58th st,NA,NA
2700 block w berk st,NA,NA
500 block rosalie st,NA,NA
2100 block bailey terr,NA,NA
800 block n 50th st,NA,NA
1300 block e price st,NA,NA
300 block e clearfield st,NA,NA
1300 block wolf st,NA,NA
2000 block w olney ave,NA,NA
5100 block wissahickon ave,NA,NA
500 block w luzerne st,NA,NA
1600 block w lippincott st,NA,NA
1200 block of s 29th st,NA,NA
600 block e indiana  ave,NA,NA
0 block w chelten ave,NA,NA
0 block e collum st,NA,NA
0 block e collom st,NA,NA
1900 block briggs st,NA,NA
400 block e somerset st,NA,NA
400 block somerset st,NA,NA
2200 block s bonnaffon st,NA,NA
5200 block n 5th st,NA,NA
5000 block old york rd,NA,NA
1100 block s 54th st,NA,NA
5200 block walton st,NA,NA
200 block edgewood st,NA,NA
200 block s edgewood st,NA,NA
1800 block e atlantic st,NA,NA
1800 block atlantic st,NA,NA
1800 block w westmorland st,NA,NA
1800 block w westmoreland,NA,NA
3500 block f street,NA,NA
2000 block s 60th st,NA,NA
6700 block elmwood ave,NA,NA
1100 block s 56th st,NA,NA
1400 block w butler st,NA,MULTI-CULTURAL ACADEMY
300 block e indiana st,NA,NA
300 block e indiana ave,NA,NA
5700 block larchwood st,NA,NA
200 block s ithan st,NA,NA
0 block e silver st,NA,NA
s 60yh st & locust st,NA,NA
1600 block luzerne st,NA,NA
1300 block s 57th st,NA,NA
2000 block n 6th st,NA,NA
2700 block n 27th st,NA,NA
2300 block mifflin st,NA,NA
5100 block sansom st,NA,NA
2100 block n 20th st,NA,NA
6800 block cobbs creek pkwy,NA,NA
2100 block s broad st,Broad Street Line - Snyder,NA
5200 block spruce st,NA,NA
w dauphin st  /  n cleveland st,NA,NA
2400 block jasper st,NA,NA
17th & cumberland st,NA,NA
2400 block n wendle st,NA,NA
2800 block n 27th st,NA,NA
6300 block lindbergh blvd,NA,NA
2600 block cb moore st,NA,NA
4400 block n 17th st,NA,NA
1100 block s 4th st,NA,NA
2400 block tasker st,NA,NA
7900 block horrocks st,NA,NA
3200 block sheffield ave,NA,NA
4400 block wissahickon ave,NA,NA
2700 block n 5th st,NA,NA
2800 block tasker st,NA,NA
1300 block w olneyb ave,Broad Street Line - Olney,"GIRLS, PHILA HIGH SCHOOL FOR"
1300 block w olney ave,Broad Street Line - Olney,"GIRLS, PHILA HIGH SCHOOL FOR"
1500 block 66th ave,NA,NA
5700 block n american st,NA,NA
5200 block irving st,NA,NA
52nd & arch st,NA,NA
200 block n daggett st,NA,NA
2200 block s 63rd st,NA,NA
200 block ashmead st,NA,NA
200 block e ashmead st,NA,NA
2300 block w indiana ave,NA,NA
2300 block indiana ave,NA,NA
5500 block ludlow st,NA,NA
1700 block pratt st,NA,NA
4800 block griscom st,NA,NA
5700 block n 2nd st,NA,NA
200 block s 49th st,NA,THE WORKSHOP SCHOOL
5300 block wyalusing st,NA,NA
5300 block wyalusing ave,NA,NA
1500 block erie ave,NA,NA
1500 block knorr st,NA,NA
3900 block cambridge st,NA,NA
6000 block ludlow st,Market-Frankford Line - 60th,NA
700 block daly st,NA,"KEY, FRANCIS SCOTT SCHOOL"
2200 block s 62nd st,NA,NA
2000 block n stillman st,NA,NA
3900 block n 17th st,NA,MASTERY PREP ELEMENTARY CHARTER SCHOOL
1800 block s 7th st,NA,NA
2200 block tasker st,NA,NA
1900 block n 27th st,NA,NA
s 49th st & walnut st,NA,NA
5900 block catherine st,NA,NA
800 block n 43rd st,NA,NA
5300 block springfield ave,NA,NA
1800 block e cornwall st,NA,NA
300 block s 53rd st,NA,NA
2700 block n 8th st,NA,NA
1300 block cheltenham ave,NA,NA
4000 block magee st,NA,NA
24th & allegheny ave,NA,NA
2800 block emerald st,NA,NA
5400 block race st,NA,NA
0 block n peach st,NA,NA
1200 block w hunting park ave,NA,NA
3000 block wharton street,NA,NA
1700 block w juanita st,NA,NA
1700 block w juniata at,NA,NA
4100 block n broad st,NA,NA
5300 block thomas ave,NA,"HARRINGTON, AVERY D. SCHOOL"
1900 block n 19th st,NA,NA
2100 block gratz st,NA,NA
2000 block e walnut ln,NA,NA
6000 block wister st,NA,NA
16th & york st,NA,NA
1900 block kennedy st,NA,NA
600 block w lycoming st,NA,NA
800 block n 11th st,NA,NA
1900 block albert st,NA,NA
4200 block market st,NA,"ROBESON, PAUL HIGH SCHOOL"
1700 block w girard ave,NA,NA
3000 block kensington ave,NA,NA
2400 block n 10th st,NA,NA
6600 block n 5th st,NA,NA
4400 block franklin st,NA,NA
2900 block n rosehill st,NA,NA
1600 block w 68th ave,NA,NA
2700 block germantown ave,NA,NA
2300 block n beechwood st,NA,NA
900 block shelmire ave,NA,NA
1100 block w somerville ave,NA,NA
2900 block n 5th st,NA,NA
4300 block elizbeth st,NA,NA
2100 block e ann st,NA,NA
6300 block chew ave,NA,NA
4800 block longshore ave,NA,NA
300 block w queen lane,NA,NA
1200 block s ringold st,NA,NA
1000 block n 63rd st,NA,NA
5900 block n 16th st,NA,NA
4700 block b st,NA,NA
4700 block b street,NA,NA
6000 block spruce st,NA,NA
2400 block cb moore ave,NA,NA
17th & erie ave,NA,NA
300 block w hunting park ave,NA,ESPERANZA ACADEMY CHARTER
2200 block n 33rd st,NA,NA
6400 block loretto st,NA,NA
700 block s columbus blvd,NA,NA
4900 block ella st,NA,NA
broad & spring garden st,Broad Street Line - Spring Garden,NA
5500 block christian st,NA,NA
800 block w cayuga st,NA,NA
200 block e haines st,NA,NA
200 block w somerset st,NA,NA
5300 block lansdowne st,NA,NA
800 block wolf st,NA,"KEY, FRANCIS SCOTT SCHOOL"
2600 block w cambria st,NA,NA
0 block e wister st,NA,NA
5200 block arch st,NA,NA
600 block callowhill st,NA,NA
6300 block norwood st,NA,NA
400 block locust ave,NA,NA
200 block e lehigh ave,NA,NA
5100 block w girard ave,NA,NA
2100 block w spencer st,NA,NA
2000 block s 66th st,NA,NA
11th & rockland st,NA,NA
4000 block n franklin st,NA,NA
800 block n fallon st,NA,NA
3100 block e street,NA,NA
2200 block s 65th st,NA,NA
1800 block w york st,NA,NA
1800 block west york st,NA,NA
1300 block sanger st,NA,NA
1800 block georges lane,NA,NA
5900 block hazel ave,NA,NA
2300 block oakford st,NA,NA
2200 block point breeze ave,NA,NA
1400 block jefferson st,NA,NA
5700 block locust st,NA,NA
2200 block s 71st st,NA,GREATER HOPE CHRISTIAN ACADEMY
6052-54 market st,NA,NA
2000 block w estaugh st,NA,NA
500 block e duval st,NA,NA
25th & diamond st,NA,"DICK, WILLIAM SCHOOL"
1800 block snyder ave,NA,"GIRARD, STEPHEN SCHOOL"
8100 block state rd,NA,NA
1900 block w montgomery ave,NA,NA
1400 block poplar st,NA,NA
800 block n 48th st,NA,NA
3800 block n smedley st,NA,NA
5400 block greenway ave,NA,NA
18th & dauphin st,NA,NA
29th & diamond st,NA,NA
1900 block w cayuga st,NA,NA
300 block callowhill st,NA,NA
300 block e somerset,NA,NA
200 block w clarkson st,NA,NA
2700 block reed st,NA,NA
26th and york st,NA,NA
26th & york st,NA,NA
5100 block funston  st,NA,NA
7500 block briar ln,NA,NA
2700 block n hemberger st,NA,ST MARTIN DE PORRES SCHOOL
3300 block old york rd,NA,"BETHUNE, MARY MCLEOD SCHOOL"
1700 block w chew ave,NA,NA
5500 block hunter st,NA,NA
2800 block njudson st,NA,NA
2700 block n 23rd st,NA,ST MARTIN DE PORRES SCHOOL
24th & cambria st,NA,NA
6100 block passyunk ave,NA,NA
5000 block boudinot st,NA,NA
200 block e lippincott st,NA,NA
16th & cecil b moore,NA,NA
300 block n 57th st,NA,NA
5700 block n 4th st,NA,NA
2100 block s 64th ave,NA,NA
2500 block s 19th st,NA,NA
2500 block mckean st,NA,NA
600 block  w york st,NA,NA
600 block w york st,NA,NA
6100 block buist ave,NA,NA
2700 block n 21st st,NA,"DOBBINS, MURRELL HIGH SCHOOL"
5900 block callowhill st,NA,NA
1800 block bridge st,NA,MASTERY CHARTER @ SMEDLEY
900 block pratt st,NA,NA
1600 block n 24th st,NA,NA
5200 block locust st,NA,NA
3000 block boudinot st,NA,NA
7800 block ogonta ave,NA,NA
2100 block laveer st,NA,NA
1900 block w courtland st,NA,NA
1600 block n 29th st,NA,NA
3100 block n 30th st,NA,NA
5300 block baltimore ave,NA,NA
1100 block  fairmount ave,NA,SPRING GARDEN SCHOOL
2700 block w clearfield st,NA,NA
6500 block lebanon ave,NA,NA
2000 block scattergood st,NA,NA
3700 block n carlisle st,Broad Street Line - Erie,NA
3700 block n carilsle st,Broad Street Line - Erie,NA
3700 block carlisle st,Broad Street Line - Erie,NA
1000 block n 47th st,NA,QUBA INSTITUTE OF ARABIC & ISLAMIC STUDIES
0 block s 15th st,Market-Frankford Line - 15th,NA
500 block s cobbs creek parkway,NA,NA
200 block n peach st,NA,NA
700 block n marvine st,NA,NA
3000 block dickinson st,NA,NA
500 block w cumberland st,NA,NA
4000 block creston st,NA,NA
200 block n 56th st,NA,NA
700 block e price st,NA,NA
6600 block lebannon ave,NA,NA
5800 block bingham st,NA,NA
5100 block darrah st,NA,NA
judson & somerset st,NA,NA
0 block n frazier st,NA,NA
800 block n 66th st,NA,NA
800 block n66th st,NA,NA
2900 block rutledge st,NA,NA
5400 block hadfield st,NA,NA
5500 block whitaker ave,NA,NA
800 block w luzerne st,NA,NA
3700 block pulaski ave,NA,NA
4400 block westminster ave,NA,NA
4100 block westminister ave,NA,BELMONT ACADEMY CHARTER SCHOOL
5700 block christian st,NA,NA
900 block w lycoming ave,NA,NA
1600 block allengrove st,NA,NA
200 block s cecil st,NA,NA
7100 block n ogontz av,NA,NA
700 block wclearfield st,NA,NA
700 block w clearfield st,NA,NA
2800 block n bonsall st,NA,NA
5000 block thompson st,NA,NA
18th & walnut st,NA,NA
0 block w logan st,NA,NA
1600 block allegheny ave,NA,NA
100 block e wishart st,NA,NA
e st and allegheny ave,NA,NA
1400 block roosevelt blvd,Broad Street Line - Hunting Park,NA
1400 block w roosevelt blvd,Broad Street Line - Hunting Park,NA
100 block e eleanor st,NA,NA
20th & diamond st,NA,NA
900 block b63rd st,NA,NA
200 block wontario,NA,NA
200 block w ontario st,NA,NA
1900 block wdauphin st,NA,NA
600 block n union st,NA,NA
600 block union st,NA,NA
broad & daulphin st,Broad Street Line - Susquehanna-Dauphin,NA
3100 block frankford ave,NA,"MASTBAUM, JULES E. HIGH SCHOOL"
6000 block sansom st,NA,NA
2500 block n 27th st,NA,NA
2000 block n judson st,NA,NA
1900 block 72nd ave,NA,NA
2200 block n 57th st,NA,NA
2000 block gillingham st,NA,NA
3800 block brown st,NA,NA
3600 block s broad st,Broad Street Line - NRG,NA
25th  /  durfor st,NA,NA
1500 block dyre st,NA,NA
700 block s 58th st,NA,NA
2200 block s 69th st,NA,NA
3700 block n 15th st,NA,NA
4600 block leiper st apt c10,NA,NA
5500 block heiskell st,NA,NA
6000 block norwood st,NA,NA
4500 block griscom st,NA,FRANKFORD FRIENDS SCHOOL
2100 block n 5th st,NA,"MCKINLEY, WILLIAM SCHOOL"
broad & chestnut st,NA,NA
1900 block n marshall st,NA,NA
5100 block locust st,NA,NA
900 block s 59th st,NA,NA
1700 block windrim ave,NA,NA
59th & baltimore ave,NA,MOTIVATION HIGH SCHOOL
1000 block risnig sun ave,NA,NA
2800 block c street,NA,NA
1800 block e somerset st,Market-Frankford Line - Somerset,NA
ruth and somerset streets,Market-Frankford Line - Somerset,NA
3200 block mcmichael pl,NA,NA
3300 block lehigh ave,NA,NA
"3300 block ""d"" st",NA,NA
5600 block grays ave,NA,NA
3700 block park st,NA,NA
0 block n salford st,Market-Frankford Line - 60th,NA
2100 block furley st,NA,NA
32nd & cumberland sts,NA,NA
500 block morris st,NA,NA
4700 block d street,NA,NA
4700 block d st,NA,NA
4200 block n park ave,NA,NA
5700 block greene st,NA,HIGH ROAD SCHOOL OF PHILADELPHIA- GERMANTOWN
6200 block pachall ave,NA,NA
52nd & walnut st,NA,NA
2700 block n ringgold st,NA,NA
2800 block n 12th st,NA,MASTERY CHARTER @ CLYMER
2300 block w indiana av,NA,NA
2600 block germantown ave,NA,HOPE PARTNERSHIP FOR EDUCATION
2500 block n marston st,NA,NA
1300 block s 4th st,NA,NA
1800 block n77th st,NA,NA
6100 block locust st,NA,NA
1600 block susquehanna ave,NA,NA
7100 block germantown ave,NA,NA
3100 block n bancroft st,NA,NA
5500 block crowson st,NA,NA
200 block furley st,NA,NA
2500 block n stanley st,NA,NA
500 block adams ave,NA,NA
6500 block torresdale ave,NA,NA
5900 block market st,Market-Frankford Line - 60th,NA
4700 block frankford ave,Market-Frankford Line - Arrott Transportation Center,NA
100 block n edgewood st,NA,NA
3500 block n 5th st,NA,NA
3000 block tasker st,NA,NA
1800 block wakeling st,NA,NA
4800 block wyalusing ave,NA,NA
1500 block w lehigh ave,NA,NA
6000 block market st,Market-Frankford Line - 60th,NA
6100 block eastwick ave,NA,NA
1600 block fontain st,NA,NA
5600 block chestnut st,NA,NA
1700 block dickenson st,NA,NA
1600 block s etting st,NA,NA
6100 block columbia ave,NA,NA
2900 block n front st,NA,NA
700 block oregon ave,NA,NA
3700 block germantown ave,NA,NA
5000 block parrish st,NA,"RHOADS, JAMES SCHOOL"
2900 block w allegheny ave,NA,MERCY CAREER AND TECHNICAL HIGH SCHOOL
4700 block wyalusing ave,NA,NA
600 block rising sun ave,NA,NA
0 block w apsley st,NA,NA
6200 block ogontz ave,NA,NA
2300 block w montgomery ave,NA,NA
3800 block poplar st,NA,NA
2400 block n 54th st,NA,NA
5400 block stewart st,NA,NA
5000 block wynnefield ave,NA,NA
900 block n fallon st,NA,NA
4900 block n broad st,NA,NA
5000 block master st,NA,NA
7300 block passyunk ave,NA,NA
4500 block n lawrence st,NA,NA
5300 block ogontz ave,NA,NA
5400 block walnut st,NA,NA
1000 block w olney ave,NA,NA
6200 block lansdowne ave,NA,NA
3200 block front st,NA,NA
3200 block n front st,NA,NA
3100 block kensington ave,NA,NA
1000 block ritner st,NA,NA
2800 block n 5th st,NA,NA
5800 block brush rd,NA,NA
6100 block catharine st,NA,NA
1300 block w erie ave,NA,NA
1300 block werie st,NA,NA
1700 block s 2nd st,NA,NA
3100 block reach st,NA,NA
3500 block wallace st,NA,NA
2100 block daggett st,NA,NA
2100 block sdagget st,NA,NA
4600 block c st,NA,NA
2200 block n cleveland st,NA,NA
1900 block w passyunk ave,NA,NA
1600 block magee ave,NA,NA
900 block s 5th st,NA,NA
2800 block frankford ave,NA,NA
1300 block s 28th st,NA,NA
3000 block n water st,NA,NA
2600 block n lawrence st,NA,NA
2600 block lawrence st,NA,NA
1400 block n 54th st,NA,NA
1800 block medary st,NA,NA
1800 block medary ave,NA,NA
5500 block haverford ave,NA,NA
1500 block 67th ave,NA,NA
1500 block 67th av,NA,NA
5000 block n 5th st,NA,NA
5600 block market st,Market-Frankford Line - 56th,NA
5800 block race st,NA,NA
2100 block e cambria st,NA,NA
4200 block lancaster ave,NA,NA
6000 block buist ave,NA,NA
1500 block n 52nd st,NA,NA
1100 block w indiana st,NA,NA
4000 block roosevelt blvd,NA,NA
4600 block benner st,NA,NA
2400 block n chadwick st,NA,NA
2400 block germantown ave,NA,NA
6700 block musgrave st,NA,NA
700 block e clearfield st,NA,NA
1000 block lindley ave,NA,NA
2500 block bonnafon st,NA,NA
4200 block haverford ave,NA,NA
3800 block kensington ave,NA,NA
1100 block w wyoming ave,NA,NA
5200 block jefferson st,NA,NA
1700 block n broad st,Broad Street Line - Cecil B. Moore,NA
6600 block ogontz ave,NA,NA
4600 block palethorp st,NA,NA
300 block e cambria st,NA,NA
5200 block pulaski ave,NA,"KELLY, JOHN B. SCHOOL"
3500 block n 17th st,NA,SPRING GARDEN ACADEMY - TIOGA
6000 block ogontz st,NA,NA
3200 block n fairhill st,NA,NA
5300 block haverford ave,NA,NA
3100 block tasker st,NA,NA
200 block n 61st st,NA,NA
200 block e indiana ave,NA,NA
7400 block torresdale ave,NA,NA
2800 block n front st,NA,NA
1300 block olney ave,NA,NA
2200 block e butler st,NA,NA
5700 block frankford ave,NA,NA
2700 block n broad st,Broad Street Line - North Philadelphia,YES PHILLY
3000 block n 15th st,NA,NA
500 block s 52nd st,NA,NA
1500 block chestnut st,NA,NA
600 block e allegheny ave,NA,NA
2400 block n 5th st,NA,NA
800 block e hilton st,NA,NA
2200 block s 7th st,NA,NA
4800 block n 5th st,NA,NA
2400 block cecil b moore ave,NA,NA
200 block s 60th st,NA,NA
31500 block custer st,NA,NA
2200 block ridge ave,NA,NA
3200 block york st,NA,NA
900 block sanger st,NA,ST MARTIN OF TOURS SCHOOL
5500 block rising sun ave,NA,NA
2500 block harold st,NA,NA
2500 block w harold st,NA,NA
400 block n 6th st,NA,NA
1900 block pennfiled t,NA,NA
5500 block sansom st,NA,NA
2000 block gratz st,NA,NA
2000 block ngratz st,NA,NA
2100 block walnut st,NA,NA
3500 block jasper st,NA,NA
1700 block bridge st,Market-Frankford Line - Frankford Transportation Center,NA
400 block south st,NA,NA
6900 block oxford ave,NA,NA
2800 block n 26th st,NA,NA
4800 block disston st,NA,NA
4600 block leiper st,NA,NA
5400 block lebanon ave,NA,NA
1800 block n 54th st,NA,NA
2000 block s norwood st,NA,NA
2100 block nvan pelt st,NA,NA
1900 block of nedro ave,NA,NA
0 block farson st,NA,NA
2600 block n stanley st,NA,NA
2000 block e ontario st,NA,"WEBSTER, JOHN H. SCHOOL"
3600 block n 5th st,NA,NA
3600 block n5th st,NA,NA
2800 block w clearfield st,NA,NA
5800 block delancey st,NA,NA
3800 block jasper st,NA,NA
5800 block rising sun ave,NA,"FRANKLIN, BENJAMIN SCHOOL"
700 block w girard ave,NA,NA
5800 block e roosevelt blvd,NA,NA
5400 block n 5th st,NA,NA
5700 block lansdowne ave,NA,NA
1800 block diamond st,NA,NA
5200 block wayne ave,NA,NA
7200 block forrest ave,NA,NA
2900 block mascher st,NA,"SHEPPARD, ISAAC A. SCHOOL"
2900 block n mascher st,NA,"SHEPPARD, ISAAC A. SCHOOL"
6200 block market st,NA,NA
4800 block n sydenham st,NA,NA
1200 block point breeze ave,NA,NA
2800 block cottman ave,NA,NA
800 block w indiana ave,NA,NA
3300 block n 9th st,NA,NA
4600 block chestnut st,NA,NA
200 block n 17th st,NA,NA
700 block n markoe st,NA,NA
400 block n 4th st,NA,OIC CADI
5100 block master st,NA,NA
1200 block fillmore st,NA,NA
4600 block frankford ave,NA,NA
900 block e hunting park ave,NA,NA
5900 block baynton st,NA,NA
2400 block kelly dr,NA,NA
5200 block torresdale ave,NA,NA
5500 block arch st,NA,NA
900 block e westmorland st,NA,NA
6600 block torresdale ave,NA,NA
100 block w olney ave,NA,NA
4200 block n broad st,Broad Street Line - Hunting Park,NA
6500 block marsden st,NA,NA
1700 block w susquehanna ave,NA,NA
1700 block susquehanna ave,NA,NA
700 block n 40th st,NA,NA
1800 block n judson st,NA,NA
3400 block old york rd,NA,"BETHUNE, MARY MCLEOD SCHOOL"
800 block e allegheny ave,NA,NA
7200 block elmwood st,NA,NA
2500 block marston st,NA,NA
4900 block n 13th st,NA,NA
3900 block jasper st,NA,MARIANA BRACETTI ACADEMY
3300 block h street,NA,NA
3300 block h st,NA,NA
600 block n 36th st,NA,NA
5500 block vine st,NA,NA
1500 block werie ave,NA,NA
2200 block n20th st,NA,NA
2200 block n 20th st,NA,NA
5300 block montgomery st,NA,NA
5100 block pine st,NA,NA
2500 block orianna st,NA,NA
100 block e tioga st,NA,NA
6600 block chew ave,NA,"EMLEN, ELEANOR C. SCHOOL"
2100 block w chelten ave,NA,NA
2100 block chelten ave,NA,NA
100 block w lippincott st,NA,NA
1400 block greenwood st,NA,NA
2800 block n reese st,NA,NA
4900 block reno st,NA,NA
500 block e westmorland st,NA,NA
500 block ewestmoreland st,NA,NA
4900 block saybrook ave,NA,NA
2600 block s 60th st,NA,NA
2500 block n bouvier st,NA,NA
2500 block n water st,NA,NA
w cumberland st  /  n corlies st,NA,NA
w cumberland st & n corlies st,NA,NA
2600 block silver st,NA,NA
2600 block w silver st,NA,NA
2600 block n 28th st,NA,NA
2500 block n 7th st,NA,NA
2600 block w lehigh ave,NA,NA
2500 block carroll st,NA,NA
2600 block n myrtlewood st,NA,NA
2600 block s 65th st,NA,NA
2600 block s muhlfeld st,NA,NA
0 block s 53rd st,NA,NA
2700 block diamond st,NA,NA
2700 block hutchinson st,NA,"FELL, D. NEWLIN SCHOOL"
2600 block n 8th st,NA,NA
200 block e tusculum st,NA,NA
2700 block w berks st,NA,NA
2700 block n 11th st,NA,NA
2700 block e allegheny ave,NA,NA
2700 block s front st,NA,NA
2600 block n 31st st,NA,NA
2700 block n 29th st,NA,NA
2700 block n judson st,NA,NA
2600 block s 67th st,NA,NA
2600 block levick st,NA,NA
2800 block fox st,NA,NA
2600 block janney st,NA,NA
2600 block w sterner st,NA,NA
2800 block glenview st,NA,NA
2700 block 54th dr,NA,NA
2700 block s marshall st,NA,NA
2800 block saxton rd,NA,NA
2700 block n 2nd st,NA,NA
2800 block amber st,NA,NA
2800 block n broad st,NA,NA
2700 block hope st,NA,NA
2800 block ridge ave,NA,NA
2800 block lehigh ave,NA,NA
2800 block n hancock st,NA,NA
2800 block n lee st,NA,NA
2900 block bambrey st,NA,NA
2900 block w clearfield st,NA,RHODES ELEMENTARY SCHOOL
2400 block s bouvier st,NA,ST MONICA SCHOOL (JUNIOR SCHOOL)
200 block s alden st,NA,NA
1600 block s 22nd st,NA,NA
100 block w nedro ave,NA,NA
100 block e meehan ave,NA,NA
1600 block n 16th st,NA,NA
1600 block dyre st,NA,NA
1600 block n 60th st,NA,NA
100 block e sterner st,NA,NA
1700 block w blavis st,NA,NA
1700 block n lindenwood st,NA,NA
1700 block s 6th st,NA,NA
1700 block w edgley st,NA,NA
1700 block s 53rd st,NA,NA
1700 block s hollywood st,NA,NA
1700 block s 18th st,NA,ST THOMAS AQUINAS SCHOOL
